"Date Printed: Wednesday, August 29, 2018 10:36:44 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,Race/Ethnicity,Cases,Rate per 100000
"Gonorrhea","2000","Connecticut","Asian","Data not available","Data not available"
"Gonorrhea","2000","Connecticut","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Connecticut","White","Data not available","Data not available"
"Gonorrhea","2000","Delaware","Asian","Data not available","Data not available"
"Gonorrhea","2000","Delaware","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Delaware","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Delaware","White","Data not available","Data not available"
"Gonorrhea","2000","District of Columbia","Asian","Data not available","Data not available"
"Gonorrhea","2000","District of Columbia","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","District of Columbia","White","Data not available","Data not available"
"Gonorrhea","2000","Florida","Asian","Data not available","Data not available"
"Gonorrhea","2000","Florida","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Florida","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Florida","White","Data not available","Data not available"
"Gonorrhea","2000","Georgia","Asian","Data not available","Data not available"
"Gonorrhea","2000","Georgia","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Georgia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Georgia","White","Data not available","Data not available"
"Gonorrhea","2000","Hawaii","Asian","Data not available","Data not available"
"Gonorrhea","2000","Hawaii","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Hawaii","White","Data not available","Data not available"
"Gonorrhea","2000","Idaho","Asian","Data not available","Data not available"
"Gonorrhea","2000","Idaho","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Idaho","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Idaho","White","Data not available","Data not available"
"Gonorrhea","2000","Illinois","Asian","Data not available","Data not available"
"Gonorrhea","2000","Illinois","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Illinois","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Illinois","White","Data not available","Data not available"
"Gonorrhea","2000","Indiana","Asian","Data not available","Data not available"
"Gonorrhea","2000","Indiana","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Indiana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Indiana","White","Data not available","Data not available"
"Gonorrhea","2000","Iowa","Asian","Data not available","Data not available"
"Gonorrhea","2000","Iowa","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Iowa","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Iowa","White","Data not available","Data not available"
"Gonorrhea","2000","Kansas","Asian","Data not available","Data not available"
"Gonorrhea","2000","Kansas","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Kansas","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Kansas","White","Data not available","Data not available"
"Gonorrhea","2000","Kentucky","Asian","Data not available","Data not available"
"Gonorrhea","2000","Kentucky","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Kentucky","White","Data not available","Data not available"
"Gonorrhea","2000","Louisiana","Asian","Data not available","Data not available"
"Gonorrhea","2000","Louisiana","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Louisiana","White","Data not available","Data not available"
"Gonorrhea","2000","Maine","Asian","Data not available","Data not available"
"Gonorrhea","2000","Maine","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Maine","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Maine","White","Data not available","Data not available"
"Gonorrhea","2000","Maryland","Asian","Data not available","Data not available"
"Gonorrhea","2000","Maryland","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Maryland","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Maryland","White","Data not available","Data not available"
"Gonorrhea","2000","Massachusetts","Asian","Data not available","Data not available"
"Gonorrhea","2000","Massachusetts","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Massachusetts","White","Data not available","Data not available"
"Gonorrhea","2000","Michigan","Asian","Data not available","Data not available"
"Gonorrhea","2000","Michigan","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Michigan","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Michigan","White","Data not available","Data not available"
"Gonorrhea","2000","Minnesota","Asian","Data not available","Data not available"
"Gonorrhea","2000","Minnesota","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Minnesota","White","Data not available","Data not available"
"Gonorrhea","2000","Mississippi","Asian","Data not available","Data not available"
"Gonorrhea","2000","Mississippi","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Mississippi","White","Data not available","Data not available"
"Gonorrhea","2000","Missouri","Asian","Data not available","Data not available"
"Gonorrhea","2000","Missouri","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Missouri","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Missouri","White","Data not available","Data not available"
"Gonorrhea","2000","Montana","Asian","Data not available","Data not available"
"Gonorrhea","2000","Montana","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Montana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Montana","White","Data not available","Data not available"
"Gonorrhea","2000","Nebraska","Asian","Data not available","Data not available"
"Gonorrhea","2000","Nebraska","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Nebraska","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Nebraska","White","Data not available","Data not available"
"Gonorrhea","2000","Nevada","Asian","Data not available","Data not available"
"Gonorrhea","2000","Nevada","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Nevada","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Nevada","White","Data not available","Data not available"
"Gonorrhea","2000","New Hampshire","Asian","Data not available","Data not available"
"Gonorrhea","2000","New Hampshire","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","New Hampshire","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","New Hampshire","White","Data not available","Data not available"
"Gonorrhea","2000","New Jersey","Asian","Data not available","Data not available"
"Gonorrhea","2000","New Jersey","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","New Jersey","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","New Jersey","White","Data not available","Data not available"
"Gonorrhea","2000","New Mexico","Asian","Data not available","Data not available"
"Gonorrhea","2000","New Mexico","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","New Mexico","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","New Mexico","White","Data not available","Data not available"
"Gonorrhea","2000","New York","Asian","Data not available","Data not available"
"Gonorrhea","2000","New York","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","New York","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","New York","White","Data not available","Data not available"
"Gonorrhea","2000","North Carolina","Asian","Data not available","Data not available"
"Gonorrhea","2000","North Carolina","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","North Carolina","White","Data not available","Data not available"
"Gonorrhea","2000","North Dakota","Asian","Data not available","Data not available"
"Gonorrhea","2000","North Dakota","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","North Dakota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","North Dakota","White","Data not available","Data not available"
"Gonorrhea","2000","Ohio","Asian","Data not available","Data not available"
"Gonorrhea","2000","Ohio","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Ohio","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Ohio","White","Data not available","Data not available"
"Gonorrhea","2000","Oklahoma","Asian","Data not available","Data not available"
"Gonorrhea","2000","Oklahoma","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Oklahoma","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Oklahoma","White","Data not available","Data not available"
"Gonorrhea","2000","Oregon","Asian","Data not available","Data not available"
"Gonorrhea","2000","Oregon","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Oregon","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Oregon","White","Data not available","Data not available"
"Gonorrhea","2000","Pennsylvania","Asian","Data not available","Data not available"
"Gonorrhea","2000","Pennsylvania","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Pennsylvania","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Pennsylvania","White","Data not available","Data not available"
"Gonorrhea","2000","Rhode Island","Asian","Data not available","Data not available"
"Gonorrhea","2000","Rhode Island","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Rhode Island","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Rhode Island","White","Data not available","Data not available"
"Gonorrhea","2000","South Carolina","Asian","Data not available","Data not available"
"Gonorrhea","2000","South Carolina","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","South Carolina","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","South Carolina","White","Data not available","Data not available"
"Gonorrhea","2000","South Dakota","Asian","Data not available","Data not available"
"Gonorrhea","2000","South Dakota","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","South Dakota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","South Dakota","White","Data not available","Data not available"
"Gonorrhea","2000","Tennessee","Asian","Data not available","Data not available"
"Gonorrhea","2000","Tennessee","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Tennessee","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Tennessee","White","Data not available","Data not available"
"Gonorrhea","2000","Texas","Asian","Data not available","Data not available"
"Gonorrhea","2000","Texas","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Texas","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Texas","White","Data not available","Data not available"
"Gonorrhea","2000","Utah","Asian","Data not available","Data not available"
"Gonorrhea","2000","Utah","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Utah","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Utah","White","Data not available","Data not available"
"Gonorrhea","2000","Vermont","Asian","Data not available","Data not available"
"Gonorrhea","2000","Vermont","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Vermont","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Vermont","White","Data not available","Data not available"
"Gonorrhea","2000","Virginia","Asian","Data not available","Data not available"
"Gonorrhea","2000","Virginia","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Virginia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Virginia","White","Data not available","Data not available"
"Gonorrhea","2000","Washington","Asian","Data not available","Data not available"
"Gonorrhea","2000","Washington","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Washington","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Washington","White","Data not available","Data not available"
"Gonorrhea","2000","West Virginia","Asian","Data not available","Data not available"
"Gonorrhea","2000","West Virginia","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","West Virginia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","West Virginia","White","Data not available","Data not available"
"Gonorrhea","2000","Wisconsin","Asian","Data not available","Data not available"
"Gonorrhea","2000","Wisconsin","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Wisconsin","White","Data not available","Data not available"
"Gonorrhea","2000","Wyoming","Asian","Data not available","Data not available"
"Gonorrhea","2000","Wyoming","Black/African American","Data not available","Data not available"
"Gonorrhea","2000","Wyoming","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2000","Wyoming","White","Data not available","Data not available"
"Gonorrhea","2001","Alabama","Asian","Data not available","Data not available"
"Gonorrhea","2001","Alabama","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Alabama","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Alabama","White","Data not available","Data not available"
"Gonorrhea","2001","Alaska","Asian","Data not available","Data not available"
"Gonorrhea","2001","Alaska","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Alaska","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Alaska","White","Data not available","Data not available"
"Gonorrhea","2001","Arizona","Asian","Data not available","Data not available"
"Gonorrhea","2001","Arizona","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Arizona","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Arizona","White","Data not available","Data not available"
"Gonorrhea","2001","Arkansas","Asian","Data not available","Data not available"
"Gonorrhea","2001","Arkansas","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Arkansas","White","Data not available","Data not available"
"Gonorrhea","2001","California","Asian","Data not available","Data not available"
"Gonorrhea","2001","California","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","California","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","California","White","Data not available","Data not available"
"Gonorrhea","2001","Colorado","Asian","Data not available","Data not available"
"Gonorrhea","2001","Colorado","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Colorado","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Colorado","White","Data not available","Data not available"
"Gonorrhea","2001","Connecticut","Asian","Data not available","Data not available"
"Gonorrhea","2001","Connecticut","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Connecticut","White","Data not available","Data not available"
"Gonorrhea","2001","Delaware","Asian","Data not available","Data not available"
"Gonorrhea","2001","Delaware","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Delaware","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Delaware","White","Data not available","Data not available"
"Gonorrhea","2001","District of Columbia","Asian","Data not available","Data not available"
"Gonorrhea","2001","District of Columbia","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","District of Columbia","White","Data not available","Data not available"
"Gonorrhea","2001","Florida","Asian","Data not available","Data not available"
"Gonorrhea","2001","Florida","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Florida","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Florida","White","Data not available","Data not available"
"Gonorrhea","2001","Georgia","Asian","Data not available","Data not available"
"Gonorrhea","2001","Georgia","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Georgia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Georgia","White","Data not available","Data not available"
"Gonorrhea","2001","Hawaii","Asian","Data not available","Data not available"
"Gonorrhea","2001","Hawaii","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Hawaii","White","Data not available","Data not available"
"Gonorrhea","2001","Idaho","Asian","Data not available","Data not available"
"Gonorrhea","2001","Idaho","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Idaho","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Idaho","White","Data not available","Data not available"
"Gonorrhea","2001","Illinois","Asian","Data not available","Data not available"
"Gonorrhea","2001","Illinois","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Illinois","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Illinois","White","Data not available","Data not available"
"Gonorrhea","2001","Indiana","Asian","Data not available","Data not available"
"Gonorrhea","2001","Indiana","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Indiana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Indiana","White","Data not available","Data not available"
"Gonorrhea","2001","Iowa","Asian","Data not available","Data not available"
"Gonorrhea","2001","Iowa","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Iowa","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Iowa","White","Data not available","Data not available"
"Gonorrhea","2001","Kansas","Asian","Data not available","Data not available"
"Gonorrhea","2001","Kansas","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Kansas","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Kansas","White","Data not available","Data not available"
"Gonorrhea","2001","Kentucky","Asian","Data not available","Data not available"
"Gonorrhea","2001","Kentucky","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Kentucky","White","Data not available","Data not available"
"Gonorrhea","2001","Louisiana","Asian","Data not available","Data not available"
"Gonorrhea","2001","Louisiana","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Louisiana","White","Data not available","Data not available"
"Gonorrhea","2001","Maine","Asian","Data not available","Data not available"
"Gonorrhea","2001","Maine","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Maine","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Maine","White","Data not available","Data not available"
"Gonorrhea","2001","Maryland","Asian","Data not available","Data not available"
"Gonorrhea","2001","Maryland","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Maryland","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Maryland","White","Data not available","Data not available"
"Gonorrhea","2001","Massachusetts","Asian","Data not available","Data not available"
"Gonorrhea","2001","Massachusetts","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Massachusetts","White","Data not available","Data not available"
"Gonorrhea","2001","Michigan","Asian","Data not available","Data not available"
"Gonorrhea","2001","Michigan","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Michigan","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Michigan","White","Data not available","Data not available"
"Gonorrhea","2001","Minnesota","Asian","Data not available","Data not available"
"Gonorrhea","2001","Minnesota","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Minnesota","White","Data not available","Data not available"
"Gonorrhea","2001","Mississippi","Asian","Data not available","Data not available"
"Gonorrhea","2001","Mississippi","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Mississippi","White","Data not available","Data not available"
"Gonorrhea","2001","Missouri","Asian","Data not available","Data not available"
"Gonorrhea","2001","Missouri","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Missouri","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Missouri","White","Data not available","Data not available"
"Gonorrhea","2001","Montana","Asian","Data not available","Data not available"
"Gonorrhea","2001","Montana","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Montana","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Montana","White","Data not available","Data not available"
"Gonorrhea","2001","Nebraska","Asian","Data not available","Data not available"
"Gonorrhea","2001","Nebraska","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Nebraska","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Nebraska","White","Data not available","Data not available"
"Gonorrhea","2001","Nevada","Asian","Data not available","Data not available"
"Gonorrhea","2001","Nevada","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Nevada","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Nevada","White","Data not available","Data not available"
"Gonorrhea","2001","New Hampshire","Asian","Data not available","Data not available"
"Gonorrhea","2001","New Hampshire","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","New Hampshire","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","New Hampshire","White","Data not available","Data not available"
"Gonorrhea","2001","New Jersey","Asian","Data not available","Data not available"
"Gonorrhea","2001","New Jersey","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","New Jersey","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","New Jersey","White","Data not available","Data not available"
"Gonorrhea","2001","New Mexico","Asian","Data not available","Data not available"
"Gonorrhea","2001","New Mexico","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","New Mexico","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","New Mexico","White","Data not available","Data not available"
"Gonorrhea","2001","New York","Asian","Data not available","Data not available"
"Gonorrhea","2001","New York","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","New York","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","New York","White","Data not available","Data not available"
"Gonorrhea","2001","North Carolina","Asian","Data not available","Data not available"
"Gonorrhea","2001","North Carolina","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","North Carolina","White","Data not available","Data not available"
"Gonorrhea","2001","North Dakota","Asian","Data not available","Data not available"
"Gonorrhea","2001","North Dakota","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","North Dakota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","North Dakota","White","Data not available","Data not available"
"Gonorrhea","2001","Ohio","Asian","Data not available","Data not available"
"Gonorrhea","2001","Ohio","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Ohio","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Ohio","White","Data not available","Data not available"
"Gonorrhea","2001","Oklahoma","Asian","Data not available","Data not available"
"Gonorrhea","2001","Oklahoma","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Oklahoma","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Oklahoma","White","Data not available","Data not available"
"Gonorrhea","2001","Oregon","Asian","Data not available","Data not available"
"Gonorrhea","2001","Oregon","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Oregon","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Oregon","White","Data not available","Data not available"
"Gonorrhea","2001","Pennsylvania","Asian","Data not available","Data not available"
"Gonorrhea","2001","Pennsylvania","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Pennsylvania","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Pennsylvania","White","Data not available","Data not available"
"Gonorrhea","2001","Rhode Island","Asian","Data not available","Data not available"
"Gonorrhea","2001","Rhode Island","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Rhode Island","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Rhode Island","White","Data not available","Data not available"
"Gonorrhea","2001","South Carolina","Asian","Data not available","Data not available"
"Gonorrhea","2001","South Carolina","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","South Carolina","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","South Carolina","White","Data not available","Data not available"
"Gonorrhea","2001","South Dakota","Asian","Data not available","Data not available"
"Gonorrhea","2001","South Dakota","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","South Dakota","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","South Dakota","White","Data not available","Data not available"
"Gonorrhea","2001","Tennessee","Asian","Data not available","Data not available"
"Gonorrhea","2001","Tennessee","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Tennessee","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Tennessee","White","Data not available","Data not available"
"Gonorrhea","2001","Texas","Asian","Data not available","Data not available"
"Gonorrhea","2001","Texas","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Texas","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Texas","White","Data not available","Data not available"
"Gonorrhea","2001","Utah","Asian","Data not available","Data not available"
"Gonorrhea","2001","Utah","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Utah","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Utah","White","Data not available","Data not available"
"Gonorrhea","2001","Vermont","Asian","Data not available","Data not available"
"Gonorrhea","2001","Vermont","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Vermont","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Vermont","White","Data not available","Data not available"
"Gonorrhea","2001","Virginia","Asian","Data not available","Data not available"
"Gonorrhea","2001","Virginia","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Virginia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Virginia","White","Data not available","Data not available"
"Gonorrhea","2001","Washington","Asian","Data not available","Data not available"
"Gonorrhea","2001","Washington","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Washington","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Washington","White","Data not available","Data not available"
"Gonorrhea","2001","West Virginia","Asian","Data not available","Data not available"
"Gonorrhea","2001","West Virginia","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","West Virginia","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","West Virginia","White","Data not available","Data not available"
"Gonorrhea","2001","Wisconsin","Asian","Data not available","Data not available"
"Gonorrhea","2001","Wisconsin","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Wisconsin","White","Data not available","Data not available"
"Gonorrhea","2001","Wyoming","Asian","Data not available","Data not available"
"Gonorrhea","2001","Wyoming","Black/African American","Data not available","Data not available"
"Gonorrhea","2001","Wyoming","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2001","Wyoming","White","Data not available","Data not available"
"Gonorrhea","2002","Alabama","Asian","Data not available","Data not available"
"Gonorrhea","2002","Alabama","Black/African American","Data not available","Data not available"
"Gonorrhea","2002","Alabama","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2002","Alabama","White","Data not available","Data not available"
"Gonorrhea","2002","Alaska","Asian","Data not available","Data not available"
"Gonorrhea","2002","Alaska","Black/African American","Data not available","Data not available"
"Gonorrhea","2002","Alaska","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2002","Alaska","White","Data not available","Data not available"
"Gonorrhea","2002","Arizona","Asian","Data not available","Data not available"
"Gonorrhea","2002","Arizona","Black/African American","Data not available","Data not available"
"Gonorrhea","2002","Arizona","Hispanic/Latino","Data not available","Data not available"
"Gonorrhea","2002","Arizona","White","Data not available","Data not available"
"Gonorrhea","2002","Arkansas","Asian","Data not available","Data not available"
