"Date Printed: Wednesday, August 29, 2018 11:11:24 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | Female | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Primary and Secondary Syphilis","2016","Hawaii","15","All age groups","All races/ethnicities","Female","10",1.4,"706,231"
"Primary and Secondary Syphilis","2016","Hawaii","15","All age groups","All races/ethnicities","Male","102",14.1,"725,372"
"Primary and Secondary Syphilis","2016","Idaho","16","All age groups","All races/ethnicities","Male","44",5.3,"828,747"
"Primary and Secondary Syphilis","2016","Idaho","16","All age groups","All races/ethnicities","Female","6",0.7,"826,183"
"Primary and Secondary Syphilis","2010","Idaho","16","All age groups","All races/ethnicities","Male","6",0.8,"786,819"
"Primary and Secondary Syphilis","2010","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"784,167"
"Primary and Secondary Syphilis","2011","Idaho","16","All age groups","All races/ethnicities","Male","12",1.5,"793,637"
"Primary and Secondary Syphilis","2011","Idaho","16","All age groups","All races/ethnicities","Female","1",0.1,"790,497"
"Primary and Secondary Syphilis","2001","Idaho","16","All age groups","All races/ethnicities","Male","1",0.2,"663,006"
"Primary and Secondary Syphilis","2006","Idaho","16","All age groups","All races/ethnicities","Female","2",0.3,"727,903"
"Primary and Secondary Syphilis","2002","Idaho","16","All age groups","All races/ethnicities","Female","4",0.6,"668,350"
"Primary and Secondary Syphilis","2003","Idaho","16","All age groups","All races/ethnicities","Female","5",0.7,"678,815"
"Primary and Secondary Syphilis","2004","Idaho","16","All age groups","All races/ethnicities","Female","11",1.6,"691,357"
"Primary and Secondary Syphilis","2003","Idaho","16","All age groups","All races/ethnicities","Male","10",1.5,"684,857"
"Primary and Secondary Syphilis","2000","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"647,998"
"Primary and Secondary Syphilis","2004","Idaho","16","All age groups","All races/ethnicities","Male","13",1.9,"699,770"
"Primary and Secondary Syphilis","2015","Idaho","16","All age groups","All races/ethnicities","Male","48",5.8,"828,747"
"Primary and Secondary Syphilis","2015","Idaho","16","All age groups","All races/ethnicities","Female","9",1.1,"826,183"
"Primary and Secondary Syphilis","2007","Idaho","16","All age groups","All races/ethnicities","Female","1",0.1,"744,728"
"Primary and Secondary Syphilis","2007","Idaho","16","All age groups","All races/ethnicities","Male","0",0,"753,662"
"Primary and Secondary Syphilis","2005","Idaho","16","All age groups","All races/ethnicities","Male","14",2,"716,348"
"Primary and Secondary Syphilis","2006","Idaho","16","All age groups","All races/ethnicities","Male","1",0.1,"735,728"
"Primary and Secondary Syphilis","2002","Idaho","16","All age groups","All races/ethnicities","Male","4",0.6,"673,354"
"Primary and Secondary Syphilis","2005","Idaho","16","All age groups","All races/ethnicities","Female","6",0.8,"708,878"
"Primary and Secondary Syphilis","2001","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"657,785"
"Primary and Secondary Syphilis","2000","Hawaii","15","All age groups","All races/ethnicities","Male","1",0.2,"609,591"
"Primary and Secondary Syphilis","2000","Idaho","16","All age groups","All races/ethnicities","Male","1",0.2,"651,557"
"Primary and Secondary Syphilis","2008","Idaho","16","All age groups","All races/ethnicities","Male","6",0.8,"767,705"
"Primary and Secondary Syphilis","2008","Idaho","16","All age groups","All races/ethnicities","Female","1",0.1,"758,590"
"Primary and Secondary Syphilis","2009","Idaho","16","All age groups","All races/ethnicities","Male","3",0.4,"776,467"
"Primary and Secondary Syphilis","2013","Idaho","16","All age groups","All races/ethnicities","Male","15",1.9,"807,384"
"Primary and Secondary Syphilis","2009","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"767,998"
"Primary and Secondary Syphilis","2012","Idaho","16","All age groups","All races/ethnicities","Male","24",3,"798,726"
"Primary and Secondary Syphilis","2012","Idaho","16","All age groups","All races/ethnicities","Female","2",0.3,"797,371"
"Primary and Secondary Syphilis","2013","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"805,401"
"Primary and Secondary Syphilis","2014","Idaho","16","All age groups","All races/ethnicities","Male","12",1.5,"818,714"
"Primary and Secondary Syphilis","2014","Idaho","16","All age groups","All races/ethnicities","Female","0",0,"816,092"
"Primary and Secondary Syphilis","2008","Illinois","17","All age groups","All races/ethnicities","Male","516",8.2,"6,321,600"
"Primary and Secondary Syphilis","2012","Illinois","17","All age groups","All races/ethnicities","Male","731",11.6,"6,316,205"
"Primary and Secondary Syphilis","2003","Illinois","17","All age groups","All races/ethnicities","Female","48",0.7,"6,417,726"
"Primary and Secondary Syphilis","2002","Illinois","17","All age groups","All races/ethnicities","Female","81",1.3,"6,398,102"
"Primary and Secondary Syphilis","2003","Illinois","17","All age groups","All races/ethnicities","Male","326",5.3,"6,181,520"
"Primary and Secondary Syphilis","2014","Illinois","17","All age groups","All races/ethnicities","Male","782",12.4,"6,322,528"
"Primary and Secondary Syphilis","2006","Illinois","17","All age groups","All races/ethnicities","Male","394",6.3,"6,255,464"
"Primary and Secondary Syphilis","2000","Illinois","17","All age groups","All races/ethnicities","Male","231",3.8,"6,091,291"
"Primary and Secondary Syphilis","2007","Illinois","17","All age groups","All races/ethnicities","Male","425",6.8,"6,288,108"
"Primary and Secondary Syphilis","2009","Illinois","17","All age groups","All races/ethnicities","Female","55",0.8,"6,541,351"
"Primary and Secondary Syphilis","2014","Illinois","17","All age groups","All races/ethnicities","Female","81",1.2,"6,559,661"
"Primary and Secondary Syphilis","2016","Illinois","17","All age groups","All races/ethnicities","Female","95",1.5,"6,545,500"
"Primary and Secondary Syphilis","2016","Illinois","17","All age groups","All races/ethnicities","Male","1,165",18.4,"6,314,495"
"Primary and Secondary Syphilis","2004","Illinois","17","All age groups","All races/ethnicities","Male","331",5.3,"6,213,138"
"Primary and Secondary Syphilis","2001","Illinois","17","All age groups","All races/ethnicities","Female","91",1.4,"6,376,064"
"Primary and Secondary Syphilis","2000","Illinois","17","All age groups","All races/ethnicities","Female","181",2.9,"6,346,277"
"Primary and Secondary Syphilis","2011","Illinois","17","All age groups","All races/ethnicities","Male","800",12.7,"6,309,286"
"Primary and Secondary Syphilis","2004","Illinois","17","All age groups","All races/ethnicities","Female","55",0.9,"6,431,080"
"Primary and Secondary Syphilis","2015","Illinois","17","All age groups","All races/ethnicities","Male","1,001",15.9,"6,314,495"
"Primary and Secondary Syphilis","2001","Illinois","17","All age groups","All races/ethnicities","Male","318",5.2,"6,130,572"
"Primary and Secondary Syphilis","2006","Illinois","17","All age groups","All races/ethnicities","Female","37",0.6,"6,459,124"
"Primary and Secondary Syphilis","2005","Illinois","17","All age groups","All races/ethnicities","Male","478",7.7,"6,231,367"
"Primary and Secondary Syphilis","2010","Illinois","17","All age groups","All races/ethnicities","Female","108",1.7,"6,543,342"
"Primary and Secondary Syphilis","2010","Illinois","17","All age groups","All races/ethnicities","Male","800",12.7,"6,297,907"
"Primary and Secondary Syphilis","2002","Illinois","17","All age groups","All races/ethnicities","Male","398",6.5,"6,158,930"
"Primary and Secondary Syphilis","2013","Illinois","17","All age groups","All races/ethnicities","Female","66",1,"6,563,368"
"Primary and Secondary Syphilis","2013","Illinois","17","All age groups","All races/ethnicities","Male","731",11.6,"6,326,212"
"Primary and Secondary Syphilis","2011","Illinois","17","All age groups","All races/ethnicities","Female","81",1.2,"6,552,596"
"Primary and Secondary Syphilis","2005","Illinois","17","All age groups","All races/ethnicities","Female","47",0.7,"6,441,468"
"Primary and Secondary Syphilis","2007","Illinois","17","All age groups","All races/ethnicities","Female","39",0.6,"6,487,756"
"Primary and Secondary Syphilis","2008","Illinois","17","All age groups","All races/ethnicities","Female","38",0.6,"6,514,802"
"Primary and Secondary Syphilis","2012","Illinois","17","All age groups","All races/ethnicities","Female","73",1.1,"6,558,962"
"Primary and Secondary Syphilis","2015","Illinois","17","All age groups","All races/ethnicities","Female","84",1.3,"6,545,500"
"Primary and Secondary Syphilis","2008","Indiana","18","All age groups","All races/ethnicities","Male","124",3.9,"3,148,200"
"Primary and Secondary Syphilis","2010","Indiana","18","All age groups","All races/ethnicities","Female","20",0.6,"3,297,442"
"Primary and Secondary Syphilis","2009","Illinois","17","All age groups","All races/ethnicities","Male","695",10.9,"6,351,927"
"Primary and Secondary Syphilis","2000","Indiana","18","All age groups","All races/ethnicities","Female","196",6.3,"3,102,957"
"Primary and Secondary Syphilis","2006","Indiana","18","All age groups","All races/ethnicities","Male","83",2.7,"3,102,585"
"Primary and Secondary Syphilis","2000","Indiana","18","All age groups","All races/ethnicities","Male","155",5.2,"2,988,560"
"Primary and Secondary Syphilis","2004","Indiana","18","All age groups","All races/ethnicities","Male","54",1.8,"3,057,225"
"Primary and Secondary Syphilis","2002","Indiana","18","All age groups","All races/ethnicities","Female","18",0.6,"3,128,720"
"Primary and Secondary Syphilis","2001","Indiana","18","All age groups","All races/ethnicities","Female","71",2.3,"3,117,717"
"Primary and Secondary Syphilis","2003","Indiana","18","All age groups","All races/ethnicities","Female","16",0.5,"3,144,610"
"Primary and Secondary Syphilis","2009","Indiana","18","All age groups","All races/ethnicities","Female","13",0.4,"3,253,415"
"Primary and Secondary Syphilis","2005","Indiana","18","All age groups","All races/ethnicities","Female","10",0.3,"3,175,216"
"Primary and Secondary Syphilis","2014","Indiana","18","All age groups","All races/ethnicities","Male","157",4.8,"3,250,025"
"Primary and Secondary Syphilis","2014","Indiana","18","All age groups","All races/ethnicities","Female","11",0.3,"3,347,855"
"Primary and Secondary Syphilis","2015","Indiana","18","All age groups","All races/ethnicities","Male","257",7.9,"3,261,865"
"Primary and Secondary Syphilis","2015","Indiana","18","All age groups","All races/ethnicities","Female","28",0.8,"3,357,815"
"Primary and Secondary Syphilis","2016","Indiana","18","All age groups","All races/ethnicities","Male","290",8.9,"3,261,865"
"Primary and Secondary Syphilis","2016","Indiana","18","All age groups","All races/ethnicities","Female","36",1.1,"3,357,815"
"Primary and Secondary Syphilis","2003","Indiana","18","All age groups","All races/ethnicities","Male","34",1.1,"3,039,942"
"Primary and Secondary Syphilis","2002","Indiana","18","All age groups","All races/ethnicities","Male","44",1.5,"3,019,928"
"Primary and Secondary Syphilis","2013","Indiana","18","All age groups","All races/ethnicities","Female","18",0.5,"3,334,819"
"Primary and Secondary Syphilis","2001","Indiana","18","All age groups","All races/ethnicities","Male","80",2.7,"3,006,373"
"Primary and Secondary Syphilis","2004","Indiana","18","All age groups","All races/ethnicities","Female","6",0.2,"3,157,619"
"Primary and Secondary Syphilis","2012","Indiana","18","All age groups","All races/ethnicities","Female","22",0.7,"3,319,501"
"Primary and Secondary Syphilis","2013","Indiana","18","All age groups","All races/ethnicities","Male","197",6.1,"3,235,699"
"Primary and Secondary Syphilis","2011","Indiana","18","All age groups","All races/ethnicities","Male","160",5,"3,206,923"
"Primary and Secondary Syphilis","2011","Indiana","18","All age groups","All races/ethnicities","Female","13",0.4,"3,309,922"
"Primary and Secondary Syphilis","2012","Indiana","18","All age groups","All races/ethnicities","Male","202",6.3,"3,218,782"
"Primary and Secondary Syphilis","2006","Indiana","18","All age groups","All races/ethnicities","Female","10",0.3,"3,197,756"
"Primary and Secondary Syphilis","2005","Indiana","18","All age groups","All races/ethnicities","Male","52",1.7,"3,077,926"
"Primary and Secondary Syphilis","2007","Indiana","18","All age groups","All races/ethnicities","Male","46",1.5,"3,126,288"
"Primary and Secondary Syphilis","2009","Indiana","18","All age groups","All races/ethnicities","Male","145",4.6,"3,163,861"
"Primary and Secondary Syphilis","2007","Indiana","18","All age groups","All races/ethnicities","Female","8",0.2,"3,218,483"
"Primary and Secondary Syphilis","2009","Iowa","19","All age groups","All races/ethnicities","Female","6",0.4,"1,521,442"
"Primary and Secondary Syphilis","2010","Indiana","18","All age groups","All races/ethnicities","Male","155",4.9,"3,193,148"
"Primary and Secondary Syphilis","2007","Iowa","19","All age groups","All races/ethnicities","Female","3",0.2,"1,509,207"
"Primary and Secondary Syphilis","2010","Iowa","19","All age groups","All races/ethnicities","Male","16",1.1,"1,511,061"
"Primary and Secondary Syphilis","2003","Iowa","19","All age groups","All races/ethnicities","Female","2",0.1,"1,490,667"
"Primary and Secondary Syphilis","2002","Iowa","19","All age groups","All races/ethnicities","Female","4",0.3,"1,489,202"
"Primary and Secondary Syphilis","2000","Iowa","19","All age groups","All races/ethnicities","Male","5",0.3,"1,436,786"
"Primary and Secondary Syphilis","2008","Iowa","19","All age groups","All races/ethnicities","Male","13",0.9,"1,479,233"
"Primary and Secondary Syphilis","2011","Iowa","19","All age groups","All races/ethnicities","Male","15",1,"1,520,730"
"Primary and Secondary Syphilis","2006","Iowa","19","All age groups","All races/ethnicities","Female","6",0.4,"1,503,197"
"Primary and Secondary Syphilis","2005","Iowa","19","All age groups","All races/ethnicities","Male","8",0.6,"1,453,884"
"Primary and Secondary Syphilis","2003","Iowa","19","All age groups","All races/ethnicities","Male","10",0.7,"1,443,918"
"Primary and Secondary Syphilis","2013","Iowa","19","All age groups","All races/ethnicities","Male","96",6.3,"1,534,555"
"Primary and Secondary Syphilis","2013","Iowa","19","All age groups","All races/ethnicities","Female","10",0.6,"1,557,669"
"Primary and Secondary Syphilis","2004","Iowa","19","All age groups","All races/ethnicities","Female","1",0.1,"1,493,798"
"Primary and Secondary Syphilis","2004","Iowa","19","All age groups","All races/ethnicities","Male","3",0.2,"1,448,513"
"Primary and Secondary Syphilis","2001","Iowa","19","All age groups","All races/ethnicities","Female","1",0.1,"1,491,031"
"Primary and Secondary Syphilis","2011","Iowa","19","All age groups","All races/ethnicities","Female","5",0.3,"1,544,659"
"Primary and Secondary Syphilis","2012","Iowa","19","All age groups","All races/ethnicities","Male","63",4.1,"1,525,988"
"Primary and Secondary Syphilis","2012","Iowa","19","All age groups","All races/ethnicities","Female","7",0.5,"1,550,648"
"Primary and Secondary Syphilis","2015","Iowa","19","All age groups","All races/ethnicities","Female","5",0.3,"1,571,873"
"Primary and Secondary Syphilis","2000","Iowa","19","All age groups","All races/ethnicities","Female","6",0.4,"1,491,405"
"Primary and Secondary Syphilis","2008","Iowa","19","All age groups","All races/ethnicities","Female","3",0.2,"1,515,425"
"Primary and Secondary Syphilis","2010","Iowa","19","All age groups","All races/ethnicities","Female","3",0.2,"1,539,633"
"Primary and Secondary Syphilis","2006","Iowa","19","All age groups","All races/ethnicities","Male","13",0.9,"1,462,006"
"Primary and Secondary Syphilis","2002","Iowa","19","All age groups","All races/ethnicities","Male","4",0.3,"1,440,177"
"Primary and Secondary Syphilis","2001","Iowa","19","All age groups","All races/ethnicities","Male","4",0.3,"1,438,209"
"Primary and Secondary Syphilis","2014","Iowa","19","All age groups","All races/ethnicities","Male","66",4.3,"1,543,995"
"Primary and Secondary Syphilis","2009","Iowa","19","All age groups","All races/ethnicities","Male","17",1.1,"1,486,889"
"Primary and Secondary Syphilis","2014","Iowa","19","All age groups","All races/ethnicities","Female","6",0.4,"1,565,486"
"Primary and Secondary Syphilis","2015","Iowa","19","All age groups","All races/ethnicities","Male","70",4.5,"1,552,026"
"Primary and Secondary Syphilis","2016","Iowa","19","All age groups","All races/ethnicities","Female","6",0.4,"1,571,873"
"Primary and Secondary Syphilis","2016","Iowa","19","All age groups","All races/ethnicities","Male","83",5.3,"1,552,026"
"Primary and Secondary Syphilis","2008","Indiana","18","All age groups","All races/ethnicities","Female","16",0.5,"3,238,401"
"Primary and Secondary Syphilis","2005","Iowa","19","All age groups","All races/ethnicities","Female","1",0.1,"1,496,633"
"Primary and Secondary Syphilis","2008","Kansas","20","All age groups","All races/ethnicities","Female","5",0.4,"1,406,641"
"Primary and Secondary Syphilis","2010","Kansas","20","All age groups","All races/ethnicities","Female","1",0.1,"1,439,435"
"Primary and Secondary Syphilis","2005","Kansas","20","All age groups","All races/ethnicities","Female","2",0.1,"1,383,977"
"Primary and Secondary Syphilis","2002","Kansas","20","All age groups","All races/ethnicities","Male","14",1,"1,341,290"
"Primary and Secondary Syphilis","2007","Iowa","19","All age groups","All races/ethnicities","Male","18",1.2,"1,470,660"
"Primary and Secondary Syphilis","2001","Kansas","20","All age groups","All races/ethnicities","Female","11",0.8,"1,365,115"
"Primary and Secondary Syphilis","2009","Kansas","20","All age groups","All races/ethnicities","Male","23",1.6,"1,399,607"
"Primary and Secondary Syphilis","2003","Kansas","20","All age groups","All races/ethnicities","Male","12",0.9,"1,344,997"
"Primary and Secondary Syphilis","2006","Kansas","20","All age groups","All races/ethnicities","Male","25",1.8,"1,366,029"
"Primary and Secondary Syphilis","2001","Kansas","20","All age groups","All races/ethnicities","Male","14",1,"1,336,052"
"Primary and Secondary Syphilis","2004","Kansas","20","All age groups","All races/ethnicities","Female","7",0.5,"1,378,822"
"Primary and Secondary Syphilis","2000","Kansas","20","All age groups","All races/ethnicities","Female","1",0.1,"1,362,081"
"Primary and Secondary Syphilis","2002","Kansas","20","All age groups","All races/ethnicities","Female","6",0.4,"1,370,451"
"Primary and Secondary Syphilis","2012","Kansas","20","All age groups","All races/ethnicities","Male","22",1.5,"1,435,859"
"Primary and Secondary Syphilis","2012","Kansas","20","All age groups","All races/ethnicities","Female","2",0.1,"1,450,422"
"Primary and Secondary Syphilis","2016","Kansas","20","All age groups","All races/ethnicities","Female","12",0.8,"1,458,008"
"Primary and Secondary Syphilis","2008","Kansas","20","All age groups","All races/ethnicities","Male","25",1.8,"1,388,616"
"Primary and Secondary Syphilis","2010","Kansas","20","All age groups","All races/ethnicities","Male","18",1.3,"1,419,389"
"Primary and Secondary Syphilis","2011","Kansas","20","All age groups","All races/ethnicities","Male","24",1.7,"1,425,317"
"Primary and Secondary Syphilis","2011","Kansas","20","All age groups","All races/ethnicities","Female","0",0,"1,444,600"
"Primary and Secondary Syphilis","2006","Kansas","20","All age groups","All races/ethnicities","Female","2",0.1,"1,387,989"
"Primary and Secondary Syphilis","2003","Kansas","20","All age groups","All races/ethnicities","Female","13",0.9,"1,375,364"
"Primary and Secondary Syphilis","2013","Kansas","20","All age groups","All races/ethnicities","Male","47",3.3,"1,442,310"
"Primary and Secondary Syphilis","2015","Kansas","20","All age groups","All races/ethnicities","Male","70",4.8,"1,453,633"
"Primary and Secondary Syphilis","2015","Kansas","20","All age groups","All races/ethnicities","Female","17",1.2,"1,458,008"
"Primary and Secondary Syphilis","2016","Kansas","20","All age groups","All races/ethnicities","Male","112",7.7,"1,453,633"
"Primary and Secondary Syphilis","2000","Kansas","20","All age groups","All races/ethnicities","Male","5",0.4,"1,330,826"
"Primary and Secondary Syphilis","2007","Kansas","20","All age groups","All races/ethnicities","Female","6",0.4,"1,398,671"
"Primary and Secondary Syphilis","2009","Kansas","20","All age groups","All races/ethnicities","Female","9",0.6,"1,417,823"
"Primary and Secondary Syphilis","2005","Kansas","20","All age groups","All races/ethnicities","Male","17",1.3,"1,356,020"
"Primary and Secondary Syphilis","2004","Kansas","20","All age groups","All races/ethnicities","Male","17",1.3,"1,350,556"
"Primary and Secondary Syphilis","2013","Kansas","20","All age groups","All races/ethnicities","Female","4",0.3,"1,452,320"
"Primary and Secondary Syphilis","2014","Kansas","20","All age groups","All races/ethnicities","Male","46",3.2,"1,446,969"
"Primary and Secondary Syphilis","2007","Kansas","20","All age groups","All races/ethnicities","Male","22",1.6,"1,375,069"
"Primary and Secondary Syphilis","2002","Kentucky","21","All age groups","All races/ethnicities","Female","43",2.1,"2,089,181"
"Primary and Secondary Syphilis","2014","Kansas","20","All age groups","All races/ethnicities","Female","14",1,"1,455,538"
"Primary and Secondary Syphilis","2006","Kentucky","21","All age groups","All races/ethnicities","Female","7",0.3,"2,150,972"
"Primary and Secondary Syphilis","2009","Kentucky","21","All age groups","All races/ethnicities","Male","88",4.2,"2,116,635"
"Primary and Secondary Syphilis","2009","Kentucky","21","All age groups","All races/ethnicities","Female","4",0.2,"2,195,633"
"Primary and Secondary Syphilis","2008","Kentucky","21","All age groups","All races/ethnicities","Male","79",3.8,"2,100,776"
"Primary and Secondary Syphilis","2004","Kentucky","21","All age groups","All races/ethnicities","Female","6",0.3,"2,113,895"
"Primary and Secondary Syphilis","2003","Kentucky","21","All age groups","All races/ethnicities","Male","19",0.9,"2,013,100"
"Primary and Secondary Syphilis","2005","Kentucky","21","All age groups","All races/ethnicities","Female","3",0.1,"2,130,392"
"Primary and Secondary Syphilis","2006","Kentucky","21","All age groups","All races/ethnicities","Male","66",3.2,"2,065,811"
"Primary and Secondary Syphilis","2003","Kentucky","21","All age groups","All races/ethnicities","Female","13",0.6,"2,104,591"
"Primary and Secondary Syphilis","2000","Kentucky","21","All age groups","All races/ethnicities","Male","43",2.2,"1,978,960"
"Primary and Secondary Syphilis","2005","Kentucky","21","All age groups","All races/ethnicities","Male","49",2.4,"2,049,263"
"Primary and Secondary Syphilis","2002","Kentucky","21","All age groups","All races/ethnicities","Male","45",2.2,"2,001,643"
"Primary and Secondary Syphilis","2007","Kentucky","21","All age groups","All races/ethnicities","Female","9",0.4,"2,166,664"
"Primary and Secondary Syphilis","2004","Kentucky","21","All age groups","All races/ethnicities","Male","41",2,"2,031,882"
"Primary and Secondary Syphilis","2001","Kentucky","21","All age groups","All races/ethnicities","Female","17",0.8,"2,078,064"
"Primary and Secondary Syphilis","2000","Kentucky","21","All age groups","All races/ethnicities","Female","42",2,"2,069,754"
"Primary and Secondary Syphilis","2008","Kentucky","21","All age groups","All races/ethnicities","Female","14",0.6,"2,186,483"
"Primary and Secondary Syphilis","2010","Kentucky","21","All age groups","All races/ethnicities","Female","8",0.4,"2,209,293"
"Primary and Secondary Syphilis","2010","Kentucky","21","All age groups","All races/ethnicities","Male","131",6.1,"2,138,644"
"Primary and Secondary Syphilis","2011","Kentucky","21","All age groups","All races/ethnicities","Male","110",5.1,"2,148,423"
"Primary and Secondary Syphilis","2001","Kentucky","21","All age groups","All races/ethnicities","Male","31",1.6,"1,990,711"
"Primary and Secondary Syphilis","2015","Kentucky","21","All age groups","All races/ethnicities","Male","122",5.6,"2,179,094"
"Primary and Secondary Syphilis","2016","Kentucky","21","All age groups","All races/ethnicities","Female","21",0.9,"2,245,998"
"Primary and Secondary Syphilis","2016","Kentucky","21","All age groups","All races/ethnicities","Male","198",9.1,"2,179,094"
"Primary and Secondary Syphilis","2011","Kentucky","21","All age groups","All races/ethnicities","Female","19",0.9,"2,219,459"
"Primary and Secondary Syphilis","2012","Kentucky","21","All age groups","All races/ethnicities","Male","137",6.3,"2,157,576"
"Primary and Secondary Syphilis","2012","Kentucky","21","All age groups","All races/ethnicities","Female","13",0.6,"2,225,091"
"Primary and Secondary Syphilis","2015","Kentucky","21","All age groups","All races/ethnicities","Female","23",1,"2,245,998"
"Primary and Secondary Syphilis","2013","Kentucky","21","All age groups","All races/ethnicities","Male","105",4.8,"2,165,141"
"Primary and Secondary Syphilis","2013","Kentucky","21","All age groups","All races/ethnicities","Female","17",0.8,"2,233,359"
"Primary and Secondary Syphilis","2014","Kentucky","21","All age groups","All races/ethnicities","Male","136",6.3,"2,172,234"
"Primary and Secondary Syphilis","2014","Kentucky","21","All age groups","All races/ethnicities","Female","22",1,"2,240,383"
"Primary and Secondary Syphilis","2010","Louisiana","22","All age groups","All races/ethnicities","Male","284",12.8,"2,225,367"
"Primary and Secondary Syphilis","2011","Louisiana","22","All age groups","All races/ethnicities","Male","268",12,"2,237,299"
"Primary and Secondary Syphilis","2001","Louisiana","22","All age groups","All races/ethnicities","Male","90",4.2,"2,160,415"
"Primary and Secondary Syphilis","2013","Louisiana","22","All age groups","All races/ethnicities","Male","308",13.6,"2,263,512"
"Primary and Secondary Syphilis","2013","Louisiana","22","All age groups","All races/ethnicities","Female","115",4.9,"2,363,979"
"Primary and Secondary Syphilis","2014","Louisiana","22","All age groups","All races/ethnicities","Male","443",19.5,"2,273,370"
"Primary and Secondary Syphilis","2014","Louisiana","22","All age groups","All races/ethnicities","Female","132",5.6,"2,375,620"
"Primary and Secondary Syphilis","2007","Kentucky","21","All age groups","All races/ethnicities","Male","47",2.3,"2,087,849"
"Primary and Secondary Syphilis","2010","Louisiana","22","All age groups","All races/ethnicities","Female","251",10.8,"2,319,584"
"Primary and Secondary Syphilis","2011","Louisiana","22","All age groups","All races/ethnicities","Female","179",7.7,"2,338,082"
"Primary and Secondary Syphilis","2016","Louisiana","22","All age groups","All races/ethnicities","Male","558",24.4,"2,283,809"
"Primary and Secondary Syphilis","2001","Louisiana","22","All age groups","All races/ethnicities","Female","83",3.6,"2,299,985"
"Primary and Secondary Syphilis","2005","Louisiana","22","All age groups","All races/ethnicities","Female","112",4.8,"2,312,023"
"Primary and Secondary Syphilis","2005","Louisiana","22","All age groups","All races/ethnicities","Male","166",7.6,"2,183,090"
"Primary and Secondary Syphilis","2000","Louisiana","22","All age groups","All races/ethnicities","Female","97",4.2,"2,305,665"
"Primary and Secondary Syphilis","2006","Louisiana","22","All age groups","All races/ethnicities","Female","123",5.7,"2,175,901"
"Primary and Secondary Syphilis","2012","Louisiana","22","All age groups","All races/ethnicities","Male","212",9.4,"2,251,572"
"Primary and Secondary Syphilis","2012","Louisiana","22","All age groups","All races/ethnicities","Female","127",5.4,"2,352,104"
"Primary and Secondary Syphilis","2003","Louisiana","22","All age groups","All races/ethnicities","Male","104",4.8,"2,167,721"
"Primary and Secondary Syphilis","2002","Louisiana","22","All age groups","All races/ethnicities","Male","76",3.5,"2,164,227"
"Primary and Secondary Syphilis","2002","Louisiana","22","All age groups","All races/ethnicities","Female","76",3.3,"2,300,862"
"Primary and Secondary Syphilis","2007","Louisiana","22","All age groups","All races/ethnicities","Female","209",9.3,"2,244,646"
"Primary and Secondary Syphilis","2007","Louisiana","22","All age groups","All races/ethnicities","Male","324",15.2,"2,128,802"
"Primary and Secondary Syphilis","2006","Louisiana","22","All age groups","All races/ethnicities","Male","219",10.6,"2,061,792"
"Primary and Secondary Syphilis","2008","Louisiana","22","All age groups","All races/ethnicities","Male","400",18.5,"2,164,011"
"Primary and Secondary Syphilis","2008","Louisiana","22","All age groups","All races/ethnicities","Female","307",13.4,"2,284,795"
"Primary and Secondary Syphilis","2009","Louisiana","22","All age groups","All races/ethnicities","Male","392",17.9,"2,186,016"
"Primary and Secondary Syphilis","2003","Louisiana","22","All age groups","All races/ethnicities","Female","79",3.4,"2,305,477"
"Primary and Secondary Syphilis","2004","Louisiana","22","All age groups","All races/ethnicities","Female","123",5.3,"2,309,325"
"Primary and Secondary Syphilis","2004","Louisiana","22","All age groups","All races/ethnicities","Male","209",9.6,"2,177,921"
"Primary and Secondary Syphilis","2015","Louisiana","22","All age groups","All races/ethnicities","Female","189",7.9,"2,386,915"
"Primary and Secondary Syphilis","2015","Louisiana","22","All age groups","All races/ethnicities","Male","507",22.2,"2,283,809"
"Primary and Secondary Syphilis","2016","Louisiana","22","All age groups","All races/ethnicities","Female","192",8,"2,386,915"
"Primary and Secondary Syphilis","2009","Louisiana","22","All age groups","All races/ethnicities","Female","349",15.2,"2,303,474"
"Primary and Secondary Syphilis","2009","Maine","23","All age groups","All races/ethnicities","Male","4",0.6,"643,426"
