"Date Printed: Wednesday, August 29, 2018 9:07:49 AM"
Title: Primary and Secondary Syphilis | Early Latent Syphilis | Congenital Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Early Latent Syphilis","2014","New Mexico","35","All age groups","All races/ethnicities","Both sexes","76",3.6,"2,085,567"
"Early Latent Syphilis","2016","New Mexico","35","All age groups","All races/ethnicities","Both sexes","118",5.7,"2,085,109"
"Early Latent Syphilis","2009","New Mexico","35","All age groups","All races/ethnicities","Both sexes","40",2,"2,007,315"
"Early Latent Syphilis","2001","New Mexico","35","All age groups","All races/ethnicities","Both sexes","18",1,"1,828,437"
"Early Latent Syphilis","2012","New Mexico","35","All age groups","All races/ethnicities","Both sexes","68",3.3,"2,084,792"
"Early Latent Syphilis","2004","New Mexico","35","All age groups","All races/ethnicities","Both sexes","69",3.7,"1,890,215"
"Early Latent Syphilis","2006","New Mexico","35","All age groups","All races/ethnicities","Both sexes","85",4.4,"1,940,631"
"Early Latent Syphilis","2000","New Mexico","35","All age groups","All races/ethnicities","Both sexes","25",1.4,"1,820,802"
"Early Latent Syphilis","2005","New Mexico","35","All age groups","All races/ethnicities","Both sexes","53",2.8,"1,914,699"
"Early Latent Syphilis","2013","New Mexico","35","All age groups","All races/ethnicities","Both sexes","67",3.2,"2,086,890"
"Early Latent Syphilis","2008","New Mexico","35","All age groups","All races/ethnicities","Both sexes","45",2.3,"1,984,179"
"Early Latent Syphilis","2002","New Mexico","35","All age groups","All races/ethnicities","Both sexes","23",1.2,"1,849,187"
"Early Latent Syphilis","2003","New Mexico","35","All age groups","All races/ethnicities","Both sexes","53",2.8,"1,868,121"
"Early Latent Syphilis","2010","New Mexico","35","All age groups","All races/ethnicities","Both sexes","41",2,"2,064,741"
"Early Latent Syphilis","2011","New Mexico","35","All age groups","All races/ethnicities","Both sexes","56",2.7,"2,078,226"
"Early Latent Syphilis","2002","New Jersey","34","All age groups","All races/ethnicities","Both sexes","220",2.6,"8,543,281"
"Early Latent Syphilis","2011","New Jersey","34","All age groups","All races/ethnicities","Both sexes","452",5.1,"8,842,934"
"Early Latent Syphilis","2014","New Jersey","34","All age groups","All races/ethnicities","Both sexes","612",6.8,"8,938,844"
"Early Latent Syphilis","2006","New Jersey","34","All age groups","All races/ethnicities","Both sexes","314",3.6,"8,619,354"
"Early Latent Syphilis","2015","New Jersey","34","All age groups","All races/ethnicities","Both sexes","714",8,"8,958,013"
"Early Latent Syphilis","2007","New Jersey","34","All age groups","All races/ethnicities","Both sexes","343",4,"8,630,810"
"Early Latent Syphilis","2009","New Jersey","34","All age groups","All races/ethnicities","Both sexes","401",4.6,"8,693,723"
"Early Latent Syphilis","2010","New Jersey","34","All age groups","All races/ethnicities","Both sexes","386",4.4,"8,803,881"
"Early Latent Syphilis","2004","New Jersey","34","All age groups","All races/ethnicities","Both sexes","344",4,"8,610,474"
"Early Latent Syphilis","2005","New Jersey","34","All age groups","All races/ethnicities","Both sexes","289",3.4,"8,619,564"
"Early Latent Syphilis","2003","New Jersey","34","All age groups","All races/ethnicities","Both sexes","326",3.8,"8,585,567"
"Early Latent Syphilis","2000","New Jersey","34","All age groups","All races/ethnicities","Both sexes","109",1.3,"8,430,799"
"Early Latent Syphilis","2012","New Jersey","34","All age groups","All races/ethnicities","Both sexes","410",4.6,"8,874,893"
"Early Latent Syphilis","2001","New Jersey","34","All age groups","All races/ethnicities","Both sexes","234",2.8,"8,488,427"
"Early Latent Syphilis","2016","New Jersey","34","All age groups","All races/ethnicities","Both sexes","755",8.4,"8,958,013"
"Early Latent Syphilis","2008","New Jersey","34","All age groups","All races/ethnicities","Both sexes","415",4.8,"8,657,319"
"Early Latent Syphilis","2006","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","2",0.2,"1,311,184"
"Early Latent Syphilis","2013","New Jersey","34","All age groups","All races/ethnicities","Both sexes","539",6.1,"8,907,384"
"Early Latent Syphilis","2007","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","13",1,"1,316,496"
"Early Latent Syphilis","2004","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2001","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","2",0.2,"1,256,685"
"Early Latent Syphilis","2015","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","16",1.2,"1,330,608"
"Early Latent Syphilis","2011","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","5",0.4,"1,318,344"
"Early Latent Syphilis","2010","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","5",0.4,"1,316,708"
"Early Latent Syphilis","2002","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,270,962"
"Early Latent Syphilis","2009","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","6",0.5,"1,322,181"
"Early Latent Syphilis","2016","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","33",2.5,"1,330,608"
"Early Latent Syphilis","2005","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2013","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","21",1.6,"1,322,660"
"Early Latent Syphilis","2008","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","4",0.3,"1,320,981"
"Early Latent Syphilis","2003","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","4",0.3,"1,282,146"
"Early Latent Syphilis","2012","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","9",0.7,"1,321,393"
"Early Latent Syphilis","2014","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","22",1.7,"1,327,996"
"Early Latent Syphilis","2000","New Hampshire","33","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2008","Nevada","32","All age groups","All races/ethnicities","Both sexes","168",6.4,"2,612,460"
"Early Latent Syphilis","2010","Nevada","32","All age groups","All races/ethnicities","Both sexes","178",6.6,"2,703,440"
"Early Latent Syphilis","2011","Nebraska","31","All age groups","All races/ethnicities","Both sexes","3",0.2,"1,842,383"
"Early Latent Syphilis","2006","Nevada","32","All age groups","All races/ethnicities","Both sexes","119",4.8,"2,491,122"
"Early Latent Syphilis","2015","Nevada","32","All age groups","All races/ethnicities","Both sexes","439",15.2,"2,890,845"
"Early Latent Syphilis","2013","Nevada","32","All age groups","All races/ethnicities","Both sexes","232",8.3,"2,790,366"
"Early Latent Syphilis","2007","Nevada","32","All age groups","All races/ethnicities","Both sexes","174",6.8,"2,564,816"
"Early Latent Syphilis","2011","Nevada","32","All age groups","All races/ethnicities","Both sexes","166",6.1,"2,718,819"
"Early Latent Syphilis","2000","Nevada","32","All age groups","All races/ethnicities","Both sexes","9",0.4,"2,018,196"
"Early Latent Syphilis","2002","Nevada","32","All age groups","All races/ethnicities","Both sexes","12",0.6,"2,165,828"
"Early Latent Syphilis","2004","Nevada","32","All age groups","All races/ethnicities","Both sexes","24",1,"2,327,547"
"Early Latent Syphilis","2005","Nevada","32","All age groups","All races/ethnicities","Both sexes","64",2.7,"2,407,073"
"Early Latent Syphilis","2009","Nevada","32","All age groups","All races/ethnicities","Both sexes","137",5.2,"2,638,588"
"Early Latent Syphilis","2016","Nevada","32","All age groups","All races/ethnicities","Both sexes","510",17.6,"2,890,845"
"Early Latent Syphilis","2001","Nevada","32","All age groups","All races/ethnicities","Both sexes","7",0.3,"2,094,338"
"Early Latent Syphilis","2012","Nevada","32","All age groups","All races/ethnicities","Both sexes","214",7.8,"2,754,874"
"Early Latent Syphilis","2003","Nevada","32","All age groups","All races/ethnicities","Both sexes","35",1.6,"2,236,378"
"Early Latent Syphilis","2012","Nebraska","31","All age groups","All races/ethnicities","Both sexes","8",0.4,"1,855,973"
"Early Latent Syphilis","2014","Nevada","32","All age groups","All races/ethnicities","Both sexes","389",13.7,"2,838,281"
"Early Latent Syphilis","2006","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,759,327"
"Early Latent Syphilis","2014","Nebraska","31","All age groups","All races/ethnicities","Both sexes","19",1,"1,882,980"
"Early Latent Syphilis","2009","Nebraska","31","All age groups","All races/ethnicities","Both sexes","6",0.3,"1,794,852"
"Early Latent Syphilis","2005","Nebraska","31","All age groups","All races/ethnicities","Both sexes","2",0.1,"1,750,772"
"Early Latent Syphilis","2001","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,717,672"
"Early Latent Syphilis","2002","Nebraska","31","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2008","Nebraska","31","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2015","Nebraska","31","All age groups","All races/ethnicities","Both sexes","5",0.3,"1,896,190"
"Early Latent Syphilis","2003","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,733,099"
"Early Latent Syphilis","2010","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,830,025"
"Early Latent Syphilis","2007","Nebraska","31","All age groups","All races/ethnicities","Both sexes","3",0.2,"1,768,745"
"Early Latent Syphilis","2016","Nebraska","31","All age groups","All races/ethnicities","Both sexes","19",1,"1,896,190"
"Early Latent Syphilis","2004","Nebraska","31","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2000","Nebraska","31","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,713,279"
"Early Latent Syphilis","2013","Nebraska","31","All age groups","All races/ethnicities","Both sexes","14",0.7,"1,869,300"
"Early Latent Syphilis","2001","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2013","Montana","30","All age groups","All races/ethnicities","Both sexes","2",0.2,"1,014,402"
"Early Latent Syphilis","2014","Montana","30","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,023,252"
"Early Latent Syphilis","2012","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2009","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2008","Montana","30","All age groups","All races/ethnicities","Both sexes","1",0.1,"967,717"
"Early Latent Syphilis","2010","Montana","30","All age groups","All races/ethnicities","Both sexes","2",0.2,"990,643"
"Early Latent Syphilis","2011","Montana","30","All age groups","All races/ethnicities","Both sexes","1",0.1,"997,746"
"Early Latent Syphilis","2007","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2015","Montana","30","All age groups","All races/ethnicities","Both sexes","5",0.5,"1,032,949"
"Early Latent Syphilis","2006","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2004","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2014","Missouri","29","All age groups","All races/ethnicities","Both sexes","240",4,"6,063,827"
"Early Latent Syphilis","2016","Missouri","29","All age groups","All races/ethnicities","Both sexes","276",4.5,"6,083,672"
"Early Latent Syphilis","2006","Missouri","29","All age groups","All races/ethnicities","Both sexes","93",1.6,"5,857,974"
"Early Latent Syphilis","2005","Missouri","29","All age groups","All races/ethnicities","Both sexes","108",1.9,"5,803,587"
"Early Latent Syphilis","2007","Missouri","29","All age groups","All races/ethnicities","Both sexes","120",2,"5,905,750"
"Early Latent Syphilis","2000","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2003","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2002","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2016","Montana","30","All age groups","All races/ethnicities","Both sexes","6",0.6,"1,032,949"
"Early Latent Syphilis","2005","Montana","30","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2011","Missouri","29","All age groups","All races/ethnicities","Both sexes","124",2.1,"6,010,587"
"Early Latent Syphilis","2012","Missouri","29","All age groups","All races/ethnicities","Both sexes","135",2.2,"6,025,468"
"Early Latent Syphilis","2008","Missouri","29","All age groups","All races/ethnicities","Both sexes","145",2.4,"5,951,844"
"Early Latent Syphilis","2003","Missouri","29","All age groups","All races/ethnicities","Both sexes","46",0.8,"5,713,051"
"Early Latent Syphilis","2001","Missouri","29","All age groups","All races/ethnicities","Both sexes","33",0.6,"5,642,852"
"Early Latent Syphilis","2015","Missouri","29","All age groups","All races/ethnicities","Both sexes","247",4.1,"6,083,672"
"Early Latent Syphilis","2010","Missouri","29","All age groups","All races/ethnicities","Both sexes","133",2.2,"5,996,052"
"Early Latent Syphilis","2000","Missouri","29","All age groups","All races/ethnicities","Both sexes","52",0.9,"5,605,714"
"Early Latent Syphilis","2009","Missouri","29","All age groups","All races/ethnicities","Both sexes","146",2.4,"5,982,234"
"Early Latent Syphilis","2013","Missouri","29","All age groups","All races/ethnicities","Both sexes","220",3.6,"6,043,708"
"Early Latent Syphilis","2004","Missouri","29","All age groups","All races/ethnicities","Both sexes","58",1,"5,755,931"
"Early Latent Syphilis","2002","Missouri","29","All age groups","All races/ethnicities","Both sexes","51",0.9,"5,679,158"
"Early Latent Syphilis","2010","Mississippi","28","All age groups","All races/ethnicities","Both sexes","386",13,"2,970,316"
"Early Latent Syphilis","2011","Mississippi","28","All age groups","All races/ethnicities","Both sexes","313",10.5,"2,977,999"
"Early Latent Syphilis","2009","Mississippi","28","All age groups","All races/ethnicities","Both sexes","312",10.6,"2,949,943"
"Early Latent Syphilis","2013","Mississippi","28","All age groups","All races/ethnicities","Both sexes","184",6.2,"2,990,976"
"Early Latent Syphilis","2015","Mississippi","28","All age groups","All races/ethnicities","Both sexes","405",13.5,"2,992,333"
"Early Latent Syphilis","2006","Mississippi","28","All age groups","All races/ethnicities","Both sexes","197",6.8,"2,896,691"
"Early Latent Syphilis","2007","Mississippi","28","All age groups","All races/ethnicities","Both sexes","269",9.2,"2,920,312"
"Early Latent Syphilis","2002","Mississippi","28","All age groups","All races/ethnicities","Both sexes","149",5.2,"2,858,076"
"Early Latent Syphilis","2005","Mississippi","28","All age groups","All races/ethnicities","Both sexes","162",5.6,"2,899,300"
"Early Latent Syphilis","2000","Mississippi","28","All age groups","All races/ethnicities","Both sexes","409",14.4,"2,848,433"
"Early Latent Syphilis","2004","Mississippi","28","All age groups","All races/ethnicities","Both sexes","130",4.5,"2,884,920"
"Early Latent Syphilis","2003","Mississippi","28","All age groups","All races/ethnicities","Both sexes","173",6,"2,866,386"
"Early Latent Syphilis","2016","Mississippi","28","All age groups","All races/ethnicities","Both sexes","490",16.4,"2,992,333"
"Early Latent Syphilis","2008","Mississippi","28","All age groups","All races/ethnicities","Both sexes","232",7.9,"2,939,234"
"Early Latent Syphilis","2012","Mississippi","28","All age groups","All races/ethnicities","Both sexes","253",8.5,"2,985,660"
"Early Latent Syphilis","2014","Mississippi","28","All age groups","All races/ethnicities","Both sexes","336",11.2,"2,993,443"
"Early Latent Syphilis","2001","Mississippi","28","All age groups","All races/ethnicities","Both sexes","329",11.5,"2,853,090"
"Early Latent Syphilis","2014","Minnesota","27","All age groups","All races/ethnicities","Both sexes","159",2.9,"5,457,125"
"Early Latent Syphilis","2008","Minnesota","27","All age groups","All races/ethnicities","Both sexes","47",0.9,"5,230,247"
"Early Latent Syphilis","2000","Minnesota","27","All age groups","All races/ethnicities","Both sexes","18",0.4,"4,933,739"
"Early Latent Syphilis","2012","Minnesota","27","All age groups","All races/ethnicities","Both sexes","96",1.8,"5,380,443"
"Early Latent Syphilis","2015","Minnesota","27","All age groups","All races/ethnicities","Both sexes","185",3.4,"5,489,594"
"Early Latent Syphilis","2005","Minnesota","27","All age groups","All races/ethnicities","Both sexes","46",0.9,"5,106,992"
"Early Latent Syphilis","2010","Minnesota","27","All age groups","All races/ethnicities","Both sexes","73",1.4,"5,310,903"
"Early Latent Syphilis","2007","Minnesota","27","All age groups","All races/ethnicities","Both sexes","55",1.1,"5,191,267"
"Early Latent Syphilis","2013","Minnesota","27","All age groups","All races/ethnicities","Both sexes","139",2.6,"5,420,541"
"Early Latent Syphilis","2003","Minnesota","27","All age groups","All races/ethnicities","Both sexes","45",0.9,"5,050,393"
"Early Latent Syphilis","2003","Michigan","26","All age groups","All races/ethnicities","Both sexes","122",1.2,"10,072,219"
"Early Latent Syphilis","2006","Minnesota","27","All age groups","All races/ethnicities","Both sexes","58",1.1,"5,147,857"
"Early Latent Syphilis","2009","Minnesota","27","All age groups","All races/ethnicities","Both sexes","46",0.9,"5,262,824"
"Early Latent Syphilis","2004","Minnesota","27","All age groups","All races/ethnicities","Both sexes","21",0.4,"5,080,031"
"Early Latent Syphilis","2011","Minnesota","27","All age groups","All races/ethnicities","Both sexes","121",2.3,"5,348,119"
"Early Latent Syphilis","2001","Minnesota","27","All age groups","All races/ethnicities","Both sexes","16",0.3,"4,982,180"
"Early Latent Syphilis","2008","Michigan","26","All age groups","All races/ethnicities","Both sexes","99",1,"9,999,456"
"Early Latent Syphilis","2002","Minnesota","27","All age groups","All races/ethnicities","Both sexes","23",0.5,"5,017,355"
"Early Latent Syphilis","2000","Michigan","26","All age groups","All races/ethnicities","Both sexes","406",4.1,"9,954,984"
"Early Latent Syphilis","2016","Minnesota","27","All age groups","All races/ethnicities","Both sexes","251",4.6,"5,489,594"
"Early Latent Syphilis","2010","Michigan","26","All age groups","All races/ethnicities","Both sexes","121",1.2,"9,877,369"
"Early Latent Syphilis","2015","Michigan","26","All age groups","All races/ethnicities","Both sexes","282",2.8,"9,922,576"
"Early Latent Syphilis","2007","Michigan","26","All age groups","All races/ethnicities","Both sexes","73",0.7,"10,051,145"
"Early Latent Syphilis","2002","Michigan","26","All age groups","All races/ethnicities","Both sexes","255",2.5,"10,039,223"
"Early Latent Syphilis","2014","Michigan","26","All age groups","All races/ethnicities","Both sexes","243",2.5,"9,916,306"
"Early Latent Syphilis","2011","Michigan","26","All age groups","All races/ethnicities","Both sexes","132",1.3,"9,876,589"
"Early Latent Syphilis","2001","Michigan","26","All age groups","All races/ethnicities","Both sexes","368",3.7,"10,005,334"
"Early Latent Syphilis","2016","Michigan","26","All age groups","All races/ethnicities","Both sexes","290",2.9,"9,922,576"
"Early Latent Syphilis","2009","Michigan","26","All age groups","All races/ethnicities","Both sexes","155",1.6,"9,955,260"
"Early Latent Syphilis","2013","Michigan","26","All age groups","All races/ethnicities","Both sexes","204",2.1,"9,900,506"
"Early Latent Syphilis","2005","Michigan","26","All age groups","All races/ethnicities","Both sexes","69",0.7,"10,092,426"
"Early Latent Syphilis","2006","Michigan","26","All age groups","All races/ethnicities","Both sexes","43",0.4,"10,082,414"
"Early Latent Syphilis","2004","Michigan","26","All age groups","All races/ethnicities","Both sexes","121",1.2,"10,091,511"
"Early Latent Syphilis","2012","Michigan","26","All age groups","All races/ethnicities","Both sexes","150",1.5,"9,886,879"
"Early Latent Syphilis","2016","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","538",7.9,"6,794,422"
"Early Latent Syphilis","2014","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","282",4.2,"6,755,124"
"Early Latent Syphilis","2007","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","116",1.8,"6,499,672"
"Early Latent Syphilis","2010","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","195",3,"6,565,036"
"Early Latent Syphilis","2011","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","233",3.5,"6,611,797"
"Early Latent Syphilis","2012","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","231",3.5,"6,657,780"
"Early Latent Syphilis","2006","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","82",1.3,"6,466,069"
"Early Latent Syphilis","2004","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","96",1.5,"6,452,636"
"Early Latent Syphilis","2005","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","105",1.6,"6,453,694"
"Early Latent Syphilis","2015","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","355",5.2,"6,794,422"
"Early Latent Syphilis","2008","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","149",2.3,"6,544,089"
"Early Latent Syphilis","2009","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","135",2,"6,592,205"
"Early Latent Syphilis","2002","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","95",1.5,"6,440,762"
"Early Latent Syphilis","2013","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","350",5.2,"6,708,810"
"Early Latent Syphilis","2001","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","64",1,"6,411,336"
"Early Latent Syphilis","2003","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","136",2.1,"6,455,028"
"Early Latent Syphilis","2013","Maryland","24","All age groups","All races/ethnicities","Both sexes","387",6.5,"5,936,040"
"Early Latent Syphilis","2000","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","83",1.3,"6,362,498"
"Early Latent Syphilis","2016","Maryland","24","All age groups","All races/ethnicities","Both sexes","598",10,"6,006,401"
"Early Latent Syphilis","2009","Maryland","24","All age groups","All races/ethnicities","Both sexes","261",4.6,"5,688,399"
"Early Latent Syphilis","2010","Maryland","24","All age groups","All races/ethnicities","Both sexes","279",4.8,"5,788,409"
"Early Latent Syphilis","2003","Maryland","24","All age groups","All races/ethnicities","Both sexes","211",3.8,"5,491,971"
"Early Latent Syphilis","2006","Maryland","24","All age groups","All races/ethnicities","Both sexes","193",3.4,"5,605,552"
"Early Latent Syphilis","2007","Maryland","24","All age groups","All races/ethnicities","Both sexes","320",5.7,"5,627,211"
"Early Latent Syphilis","2011","Maryland","24","All age groups","All races/ethnicities","Both sexes","332",5.7,"5,844,171"
"Early Latent Syphilis","2002","Maryland","24","All age groups","All races/ethnicities","Both sexes","181",3.3,"5,437,880"
"Early Latent Syphilis","2008","Maryland","24","All age groups","All races/ethnicities","Both sexes","313",5.5,"5,650,870"
"Early Latent Syphilis","2015","Maryland","24","All age groups","All races/ethnicities","Both sexes","594",9.9,"6,006,401"
"Early Latent Syphilis","2012","Maryland","24","All age groups","All races/ethnicities","Both sexes","361",6.1,"5,890,740"
"Early Latent Syphilis","2001","Maryland","24","All age groups","All races/ethnicities","Both sexes","362",6.7,"5,374,009"
"Early Latent Syphilis","2005","Maryland","24","All age groups","All races/ethnicities","Both sexes","289",5.2,"5,576,889"
"Early Latent Syphilis","2004","Maryland","24","All age groups","All races/ethnicities","Both sexes","213",3.8,"5,537,913"
"Early Latent Syphilis","2014","Maryland","24","All age groups","All races/ethnicities","Both sexes","529",8.9,"5,975,346"
"Early Latent Syphilis","2000","Maryland","24","All age groups","All races/ethnicities","Both sexes","518",9.8,"5,310,504"
"Early Latent Syphilis","2016","Maine","23","All age groups","All races/ethnicities","Both sexes","6",0.5,"1,329,328"
"Early Latent Syphilis","2013","Maine","23","All age groups","All races/ethnicities","Both sexes","6",0.5,"1,328,778"
"Early Latent Syphilis","2014","Maine","23","All age groups","All races/ethnicities","Both sexes","7",0.5,"1,330,256"
"Early Latent Syphilis","2010","Maine","23","All age groups","All races/ethnicities","Both sexes","6",0.5,"1,327,695"
"Early Latent Syphilis","2007","Maine","23","All age groups","All races/ethnicities","Both sexes","5",0.4,"1,315,749"
"Early Latent Syphilis","2011","Maine","23","All age groups","All races/ethnicities","Both sexes","8",0.6,"1,328,257"
"Early Latent Syphilis","2004","Maine","23","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2006","Maine","23","All age groups","All races/ethnicities","Both sexes","7",0.5,"1,313,479"
"Early Latent Syphilis","2009","Maine","23","All age groups","All races/ethnicities","Both sexes","10",0.8,"1,315,889"
"Early Latent Syphilis","2003","Maine","23","All age groups","All races/ethnicities","Both sexes","7",0.5,"1,302,365"
"Early Latent Syphilis","2015","Maine","23","All age groups","All races/ethnicities","Both sexes","10",0.8,"1,329,328"
"Early Latent Syphilis","2008","Maine","23","All age groups","All races/ethnicities","Both sexes","10",0.8,"1,318,133"
"Early Latent Syphilis","2012","Maine","23","All age groups","All races/ethnicities","Both sexes","2",0.2,"1,328,888"
"Early Latent Syphilis","2005","Maine","23","All age groups","All races/ethnicities","Both sexes","2",0.2,"1,310,424"
"Early Latent Syphilis","2002","Maine","23","All age groups","All races/ethnicities","Both sexes","1",0.1,"1,293,181"
"Early Latent Syphilis","2001","Maine","23","All age groups","All races/ethnicities","Both sexes","3",0.2,"1,284,295"
"Early Latent Syphilis","2000","Maine","23","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Early Latent Syphilis","2003","Louisiana","22","All age groups","All races/ethnicities","Both sexes","197",4.4,"4,473,198"
"Early Latent Syphilis","2013","Louisiana","22","All age groups","All races/ethnicities","Both sexes","276",6,"4,627,491"
"Early Latent Syphilis","2009","Louisiana","22","All age groups","All races/ethnicities","Both sexes","799",17.8,"4,489,490"
"Early Latent Syphilis","2003","Kentucky","21","All age groups","All races/ethnicities","Both sexes","43",1,"4,117,691"
"Early Latent Syphilis","2010","Louisiana","22","All age groups","All races/ethnicities","Both sexes","742",16.3,"4,544,951"
"Early Latent Syphilis","2004","Louisiana","22","All age groups","All races/ethnicities","Both sexes","316",7,"4,487,246"
"Early Latent Syphilis","2006","Louisiana","22","All age groups","All races/ethnicities","Both sexes","481",11.4,"4,237,693"
"Early Latent Syphilis","2007","Louisiana","22","All age groups","All races/ethnicities","Both sexes","722",16.5,"4,373,448"
"Early Latent Syphilis","2014","Louisiana","22","All age groups","All races/ethnicities","Both sexes","372",8,"4,648,990"
"Early Latent Syphilis","2016","Louisiana","22","All age groups","All races/ethnicities","Both sexes","568",12.2,"4,670,724"
"Early Latent Syphilis","2000","Louisiana","22","All age groups","All races/ethnicities","Both sexes","231",5.2,"4,468,970"
"Early Latent Syphilis","2008","Louisiana","22","All age groups","All races/ethnicities","Both sexes","809",18.2,"4,448,806"
"Early Latent Syphilis","2005","Louisiana","22","All age groups","All races/ethnicities","Both sexes","252",5.6,"4,495,113"
"Early Latent Syphilis","2011","Louisiana","22","All age groups","All races/ethnicities","Both sexes","488",10.7,"4,575,381"
"Early Latent Syphilis","2012","Louisiana","22","All age groups","All races/ethnicities","Both sexes","343",7.5,"4,603,676"
"Early Latent Syphilis","2002","Louisiana","22","All age groups","All races/ethnicities","Both sexes","183",4.1,"4,465,089"
"Early Latent Syphilis","2015","Louisiana","22","All age groups","All races/ethnicities","Both sexes","439",9.4,"4,670,724"
"Early Latent Syphilis","2001","Louisiana","22","All age groups","All races/ethnicities","Both sexes","194",4.3,"4,460,400"
"Early Latent Syphilis","2015","Kentucky","21","All age groups","All races/ethnicities","Both sexes","164",3.7,"4,425,092"
"Early Latent Syphilis","2010","Kentucky","21","All age groups","All races/ethnicities","Both sexes","88",2,"4,347,937"
